sample.id	population	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
sample.1467	MXL	-0.0060588	-0.0069413	-0.0100432	0.0466901	-0.000738259	-0.023911	-0.00630099	0.0200062	0.0202809	-0.00206292	0.00401969	0.0019245	-0.0126396	-0.00516198	-0.00688576	-0.00881701	0.00831389	0.000891226	-0.00622675	-0.00265823
sample.1468	MXL	-0.00664514	-0.00856183	-0.009814	0.0319922	-0.0140603	0.0131082	-0.021322	-0.00567065	-0.00380651	-0.00282174	0.00956707	0.0206943	-0.00076281	0.00112156	0.0014364	-0.000369546	0.00196407	0.00224987	-0.00581503	-0.00412871
sample.1469	MXL	-0.00798885	0.000131692	-0.00819172	-0.0544888	0.0120753	0.00923861	0.00613381	-0.000688342	-0.00274351	-0.0305044	0.00281888	-0.0292	0.0187305	-0.00392643	0.000672862	0.00785234	0.00859722	0.00224081	-0.00334776	-0.00403208
sample.1470	MXL	-0.00718313	-0.00792325	-0.00944897	0.00116512	0.0330976	0.0187949	0.00255678	-0.0187736	0.000720038	-0.0136736	-0.0385648	0.0433693	-0.0302674	-0.000978927	8.23201e-05	-0.0145838	-0.0258205	0.00228574	0.0118595	0.00557898
sample.1471	MXL	-0.00549629	0.0095379	-0.00302945	0.00771648	0.0242887	0.00240861	0.00699937	0.001868	-0.00158272	-0.003724	0.000544865	-0.00466506	0.0244941	-0.00232825	0.00129616	0.00930033	0.00728364	0.00550478	-0.00579851	-0.00545655
sample.1472	MXL	-0.0111709	-0.019328	-0.0137002	0.00371453	-0.00132396	0.00328092	0.0003059	-0.00513048	-0.00110926	-0.00601915	-0.00515435	-0.00423844	0.0042519	-0.000228464	0.00153119	-0.000628551	0.000856288	0.000126405	0.00206759	-0.000691319
sample.1473	MXL	-0.00504685	0.00676786	-0.0058627	-0.0160021	-0.0104314	0.00613792	0.00605383	0.00331565	0.00415867	-0.0263774	0.00262411	0.0115373	-0.00172524	-0.00283893	0.00657169	8.44506e-05	0.00777169	-0.00324468	-0.00103118	-0.0058443
sample.1474	MXL	-0.00665984	0.00344032	-0.00588468	0.0273376	0.00588721	0.00291918	0.00371406	-0.00473185	0.00647845	0.00630759	0.0144334	0.0125333	-0.00449095	0.00404293	0.00502631	0.00325551	-0.00743935	0.000419265	-0.00176908	0.00396954
sample.1475	MXL	-0.00612083	-0.00137388	-0.0064885	-0.0463259	0.0254695	0.0123185	0.00513534	0.0173554	0.0052493	0.0233911	0.0118479	-0.0204444	-0.0046384	0.00556963	-0.00732283	-0.00105155	0.00947188	0.00525593	0.00248633	0.00482691
sample.1476	MXL	-0.00693648	-0.0018991	-0.00700197	0.000591275	-0.0139993	-6.42101e-05	-0.0010031	0.0288604	-0.00645075	-0.0097694	-0.00599983	-0.016617	0.0253806	-0.00394797	-0.00269359	0.00989538	0.00685637	0.00122078	-0.00959775	-0.00422967
sample.1477	MXL	-0.00965882	-0.0138889	-0.012553	-0.0180644	-0.0193958	0.000465916	-0.0067897	-0.000958592	-0.001632	0.00682333	-0.0122717	0.00496568	-0.0031252	0.00204498	-0.0010229	-0.00165536	0.00339988	-0.0028967	0.0034396	0.00431268
sample.1478	MXL	-0.00825766	-0.00561554	-0.00954129	0.0125739	-0.0184153	-0.00587036	0.00447482	-0.0179571	-0.00319423	0.0273317	0.00790539	0.00765169	0.00846322	0.000783771	-0.00382744	0.00130441	0.00974962	-0.00084	-0.00790601	-0.00188618
sample.1479	MXL	-0.00476826	0.0161999	-0.00208304	0.0218368	-0.023089	-0.00488185	-0.00221277	-0.0035756	0.00323798	-0.0293917	-0.010147	0.0205357	-0.0169786	-0.000480749	0.00625506	-0.00608593	0.00136219	-0.00750396	0.00640602	0.0150258
sample.1480	MXL	-0.00676949	-0.00168773	-0.00653686	0.0165058	0.0173336	0.00799595	0.0146877	-0.00274892	0.000411108	-0.00830598	2.01574e-06	-0.0258663	0.00365325	-0.00315897	0.00137947	0.000658757	0.00304098	0.00593145	-0.00197729	0.00124117
sample.1481	MXL	-0.00886357	-0.00671561	-0.0101004	-0.048404	-0.0252211	0.00165402	-0.00224481	-0.00456387	-0.00652911	-0.0161786	-0.00250194	-0.00276572	-0.00564814	-0.00388817	-0.000795042	0.00334964	0.00448447	-0.00877498	0.00385482	-0.00116338
sample.1482	MXL	-0.0018151	0.0202762	-0.000962564	0.00803514	-0.0106637	0.00407689	0.00616274	0.00546566	0.00320105	0.00424311	0.0194724	-0.0148962	-0.00160116	0.00612732	-0.00130803	-0.00201386	-0.0102542	0.0130777	-0.0031221	-0.0077368
sample.1483	MXL	-0.00767441	-0.00378665	-0.0097734	-0.0458093	0.00952638	0.00829873	0.0039274	-0.00348492	0.00171465	0.0340974	-0.00560497	0.0362022	-0.0143538	-0.00432032	0.00379534	-0.00109006	-0.00558288	-0.0009004	-0.000745085	0.00326543
sample.1484	MXL	-0.00673126	-0.00866416	-0.0100171	0.0199791	-0.00497885	0.00598491	0.0267725	-0.0182147	0.00741964	0.00770225	0.00235712	0.00133179	0.00200408	0.00803244	-0.00176391	0.00589078	-0.000998884	0.00196804	0.00333853	0.00753551
sample.1485	MXL	-0.0057696	0.00194463	-0.00677135	0.01289	0.0453201	0.0152603	0.0154512	0.00566095	-0.00546568	-0.00261106	0.00246855	-0.0018718	0.00237839	-0.00414226	0.00671611	-0.00371544	0.00223957	0.00344948	-0.0103552	0.00153232
sample.1486	MXL	-0.00323109	0.0200886	-0.00105824	-0.0156882	0.00343375	-0.00694458	-0.00104206	0.00850984	0.00063989	-0.00855657	-0.00255632	0.00607589	-0.00784116	0.0132767	0.00522862	-0.00603053	-0.00399784	-0.00455563	-0.00298538	0.0080633
sample.1487	MXL	-0.00787105	-0.0144987	-0.0104758	0.0150964	-0.00166893	-0.0203977	-0.0112751	0.0522641	0.0261828	-0.0090805	0.00315925	-0.0100055	-0.0214407	0.00508372	-0.0139131	-0.00201591	-0.0047149	0.00372735	0.00965985	0.00106524
sample.1488	MXL	-0.0050418	-0.00330505	-0.0062492	-0.0135887	0.0185099	-0.0135229	-0.000290968	0.0280069	-0.0130869	-0.0194196	-0.0179347	0.0133399	-0.0199099	0.00630294	-0.0132636	0.000787428	-0.00152993	0.00030085	-0.00124707	0.00109467
sample.1489	MXL	-0.00668637	-0.00880349	-0.00973598	-0.0119668	0.0264861	-0.0019665	0.00205645	0.0083537	-0.0162145	0.0232312	0.0121363	-0.0124505	-0.0201294	0.0101985	0.00650479	-0.0129708	0.00239868	-0.00132605	-0.00275563	0.000811597
sample.1490	MXL	-0.00592321	-0.00132198	-0.0053719	-0.0270317	0.0236622	0.016009	0.00207466	0.00342635	-0.0038246	0.0024065	-0.0224947	0.00748351	-0.0464645	0.00789888	0.00697079	-0.0161936	-0.0166038	-0.0113281	-0.00377529	0.0166547
sample.1491	MXL	-0.00568819	0.00188774	-0.00380609	-0.0124654	-0.00670263	0.00775892	-0.0114106	0.0106504	-0.0117279	0.0374759	-0.00293896	0.00820128	0.0218236	-0.00948132	0.00463926	0.00305934	0.00691823	-0.00245959	-0.0061373	0.00829392
sample.1492	MXL	-0.00541997	0.0100747	-0.00382366	0.0102266	0.0123761	-0.00124445	-0.00350372	0.0222456	0.00072446	-0.0352288	0.00057198	0.0243821	0.0010764	-0.00845275	0.006019	-0.00042164	-0.00688338	-0.00665582	-0.00102306	0.00906159
sample.1493	MXL	-0.00878131	-0.00983012	-0.0100968	-0.000281034	-0.0144542	-0.00269659	0.0012766	-0.0315444	0.00333303	-0.0186557	-0.000200063	-0.00467707	0.00305857	0.000671853	0.00555771	0.000888899	0.00144287	0.00019594	-0.000621077	0.00200288
sample.1494	MXL	-0.00652677	0.00513341	-0.00571303	-0.00388949	-0.0352336	-0.00839789	-0.00463485	0.00416187	-0.00346627	0.0129869	0.0100891	-0.0303682	0.0168127	0.0023857	-0.00917479	0.00328855	0.00620357	0.00816514	-0.000132054	-0.00252738
sample.1495	MXL	-0.00516426	0.01362	-0.00231176	0.0135192	0.0305773	0.00442725	-0.00129698	-0.0018383	0.00899885	-0.00142066	-0.00456317	0.0123168	-0.0311618	0.00994366	0.00160538	-0.03124	-0.0112996	0.000166079	-0.00509932	0.00173761
sample.1496	MXL	-0.00513383	0.00558891	-0.00494517	0.0416538	0.0337518	0.00259679	0.00854887	0.0230127	-0.000699341	0.0108134	-0.000153661	-0.00180462	-0.0159604	-0.00437453	0.00240691	-0.00381075	0.0049124	0.00730505	0.00227305	0.0167728
sample.1497	MXL	-0.00842966	-0.00481632	-0.00874981	0.0195463	-0.00108457	-0.0036049	0.00166793	0.0122322	0.000337359	-0.00612212	0.00783442	0.0351518	0.016112	-0.0124813	-0.00361953	0.00730825	-0.00191664	0.00102188	0.00397586	-0.00638849
sample.1498	MXL	-0.00626121	0.00466601	-0.00793732	0.0472521	-0.00887746	-0.011303	-0.00823572	-0.00204584	-0.00496431	0.0315507	-0.00725368	0.0150893	-0.0203638	-0.00111342	0.0059379	-0.00708319	-0.00796488	-0.00145924	-0.000350668	0.00570102
sample.1499	MXL	-0.0048422	0.00605186	-0.00581517	0.014136	-2.39005e-05	0.0115336	-0.00506483	-0.0249827	0.00572231	0.00372313	0.0217269	0.0274914	-0.00434318	0.000633576	-0.00228336	0.000975053	-0.00432835	-0.00119814	0.00779826	0.00628197
sample.1500	MXL	-0.00615276	0.00299793	-0.00679811	0.0341419	-0.0258191	-0.00826207	-0.00742999	0.0233342	-0.00273492	0.00875746	0.010011	-0.00485131	0.018765	-0.000829519	0.010265	-0.000640553	0.0103251	0.00141099	-0.00415279	-0.00550098
sample.1501	MXL	-0.00677803	0.00412432	-0.00536909	-0.00634756	0.0345363	-0.000330616	0.00714214	-0.00989282	0.00327435	-0.0146249	-0.00290374	0.0175494	-0.00133069	0.0027047	0.00266613	0.00206999	0.000473826	-0.00183049	-0.000681192	-0.00518103
sample.1502	MXL	-0.00117171	0.00748674	-0.00347354	-0.0374443	0.0197861	-0.0216601	-0.00193412	-0.00803188	-0.0618512	0.0309439	0.00606061	-0.00809891	-0.00442518	-0.0012089	0.00356996	-0.0082462	0.000564276	-0.0112934	-0.00444043	-0.00755185
sample.1503	MXL	-0.00456027	0.0156408	0.00432356	-0.0216885	-0.0141607	0.0022523	0.0056606	-0.0173018	0.0025743	-0.00448983	-0.0108596	-0.00510989	-0.0346164	-0.00122816	-0.00212004	-0.00682562	0.000220634	0.00932647	-0.000645745	-0.00333474
sample.1504	MXL	-0.00219512	0.0186443	-0.00123323	0.0107339	0.0222275	0.0177397	-0.00897662	0.0088554	-0.00588406	0.00156228	0.0247137	0.00033331	-0.000131527	-0.00780416	-0.00253119	-0.00885629	-0.00291214	-0.000233797	0.000840212	-0.00183435
sample.1505	MXL	-0.00795589	-0.00273052	-0.00674166	0.0154926	-0.026768	-0.00705568	-0.00833155	0.0134352	-0.000176544	0.00637499	0.0123744	0.0059075	0.0244491	-0.0108729	-0.00747787	0.0241415	0.00318367	0.0011805	-0.00497982	-0.00480436
sample.1506	MXL	-0.00440341	0.00352206	-0.0060112	-0.00316146	0.0243052	0.019777	-0.00675604	-0.00625781	-0.000604712	0.0360758	0.0360579	-0.025333	-0.00815295	-0.00227124	-0.0018571	-0.0115196	-0.0118189	-0.00267467	0.0048019	-0.00139371
sample.1507	MXL	-0.00865726	-0.0112089	-0.0103321	-0.00143266	-0.0153995	-0.00349191	-0.00628063	0.0241446	0.00416936	-0.0269029	0.00408085	-0.00402019	0.0174645	-0.00578922	-0.00751471	0.0104749	0.00509119	-0.00299766	-0.00209536	0.00881761
sample.1508	MXL	-0.00712657	-0.00239461	-0.0069717	-0.00457602	-0.0242887	-0.00610264	-0.00585087	0.00852155	0.000110018	-0.0128446	-0.0131574	-0.0245205	-0.0220981	0.00338155	0.00573246	-0.00705473	-0.000948637	0.00192861	-0.0017381	0.00410213
sample.1509	MXL	-0.00743672	-0.00249268	-0.00653942	-0.0507947	-0.0314409	0.00140478	0.000328582	-0.0201746	-0.00422688	-0.00359508	0.0015986	-0.0428087	-0.00190682	0.0101436	0.00551377	0.00094599	0.00823842	0.00206679	-0.00769798	0.00040416
sample.1510	MXL	-0.00836774	-0.00709338	-0.0100128	0.042707	0.000476881	-0.00431219	-0.00401492	0.0351391	-0.00354684	-0.000101134	-0.00744099	0.00946232	0.00119496	-0.00265727	0.00790748	-0.00469053	-0.00380935	0.00278195	-0.000112042	-0.00569758
sample.1511	MXL	-0.00742563	-0.0058467	-0.00880903	0.0325169	0.00825269	-0.00338338	0.00498406	0.00459397	0.00935259	0.00211633	-0.00587897	0.0327534	-0.00847125	-0.00114333	-0.00419871	0.00122252	-0.0182067	-0.00257556	0.0080596	0.00104848
sample.1512	MXL	-0.00545271	0.0100399	-0.00396895	0.0340515	-0.00528783	-0.00528601	0.00317944	-0.0108557	-0.00909261	-0.000623511	0.00140884	0.00981297	0.00664201	-0.00456209	-0.00765499	0.00790306	0.00221286	-0.000821439	-0.00351794	-0.00796893
sample.1513	MXL	-0.00922914	-0.0111041	-0.0102633	-0.0194175	0.0287672	0.0106113	0.00650779	0.00567783	-0.00185382	-0.0127031	-0.00529901	-0.0146691	0.00605365	-0.00281297	0.00296337	0.00265161	0.00528964	-0.00324578	0.00104768	0.00333618
sample.1514	MXL	-0.0067284	-0.00326457	-0.00768489	-0.0109295	-0.0235434	-9.18289e-05	-0.0150528	0.0241299	-0.0014931	0.0220812	0.0102085	0.0252422	0.00687249	-0.00403428	-0.000435624	0.00273235	-0.00227341	0.002217	0.00471113	0.00279403
sample.1515	MXL	-0.00780252	-0.000864139	-0.00887364	0.0124236	0.030666	0.0033174	-0.00134093	0.0287711	-0.00306535	0.0192957	0.0145037	-0.00771255	0.0248036	0.000698347	-0.00220022	0.0123042	0.00550564	-0.000246766	-0.000313865	0.000659456
sample.1516	MXL	-0.00717867	0.00185229	-0.00694994	0.00582742	-0.0444533	-0.0122555	-0.0131911	0.0505953	-0.00621368	-0.000118136	0.00970059	0.0111096	-0.000589742	-0.000981159	-0.000270442	-0.00613849	-0.00606016	-0.00416793	0.00182552	0.00403615
sample.1517	MXL	-0.00474936	0.00112908	-0.00644597	-0.0195188	-0.0461755	0.00256772	-0.00573145	0.0242163	-0.00406987	0.00627523	-0.00355404	-0.00781051	0.0189875	-0.0063034	-0.00273519	0.0120469	0.00843336	0.0112546	-0.00903037	-0.00849351
sample.1518	MXL	-0.00833284	-0.00654439	-0.00780751	-0.036621	0.0165572	0.00537666	0.00576704	0.00148123	-0.00300938	0.00248144	-0.00570706	0.00707997	0.00533109	-0.000421476	0.00311669	0.00281934	0.00508063	-0.000311112	-0.000744349	0.00859392
sample.1519	MXL	-0.00569127	0.00557975	-0.00671549	0.0504838	0.0389119	-0.0027687	0.00778168	0.0182959	0.00392877	-0.000116822	0.0125895	0.0282879	0.0121458	0.000168934	-0.00731835	0.00197263	-0.0052058	0.0085522	0.00445152	-0.000430079
sample.1520	MXL	-0.00670076	0.000940577	-0.00560236	-0.00759427	-0.0382873	-0.00436638	-0.006144	-0.00462103	-0.00390999	-0.0350346	-0.0040911	0.0165726	-0.0195608	0.000962537	0.00334637	-0.00401207	-0.00470717	-0.00226096	0.00387179	0.00373342
sample.1521	MXL	-0.00748867	-0.00522962	-0.0074888	0.00300291	-0.000747281	-0.00104342	0.00148273	-0.033828	0.00833311	0.0207867	0.00119832	0.0378955	-0.00721443	0.00368952	9.73175e-05	0.00428574	-0.0100168	-0.00106288	0.00347478	0.0052081
sample.1522	MXL	-0.00480239	0.0073596	-0.00522451	0.00816102	-0.00927146	-0.009062	-0.0120133	0.0408475	-0.0150937	-0.0242611	-0.0162656	-0.00175773	0.00739661	-0.00315263	0.00753478	0.00282799	0.00738778	0.00396913	0.00861734	-0.0100386
sample.1523	MXL	-0.00622373	0.00407753	-0.00738543	0.0177051	0.0121513	0.00570609	0.00201827	0.00149271	-0.00263562	-0.0159006	-0.00076772	0.0190177	0.0236982	-0.00285389	0.00248729	0.00874206	0.00556856	-1.56057e-05	-0.0057487	-0.00853174
sample.1524	MXL	-0.00726711	-0.00251466	-0.00510234	0.0179836	0.0142552	0.00216162	0.0065312	-0.0205596	-0.00381231	0.0114209	-0.00634416	-0.0125051	-0.00792433	0.00389073	-0.00498035	-0.00018815	-0.00151801	-0.00027872	-0.00183346	-0.00228369
sample.1525	MXL	-0.00420269	-0.00176687	-0.00751025	-0.0452966	-0.0422282	-0.0254626	-0.0169636	0.0361675	0.0431155	-0.000163976	-0.0105372	0.00301357	-0.0309691	0.00872081	-0.0105687	-0.00929441	-0.00845595	-0.00819597	0.0100831	-0.000554522
sample.1526	MXL	-0.00494219	0.00194739	-0.00555596	-0.014201	-0.0394262	0.00247193	0.020586	-0.0368245	-0.00301905	0.0314374	0.0025765	0.0144068	-0.00309724	0.00415482	0.000601913	0.000134072	-0.0112993	0.00470364	0.00559037	-0.0046203
sample.1527	MXL	-0.00803798	-0.00351652	-0.00849327	0.00613328	-0.0329299	-0.00414434	-0.00855326	0.0127522	-0.00466274	0.0104162	-0.000137988	-0.0102958	0.00523217	-0.00254797	0.00269226	0.00158653	0.00308844	0.00659344	-0.00194862	0.00216633
sample.1528	MXL	-0.0045056	0.00404381	-0.00521	0.0379495	0.0223255	-0.0113713	0.0092182	-0.012571	0.0230341	0.0232341	0.00651866	-0.0142877	-0.00544611	-0.0012837	0.00407069	-0.0133269	-0.0026881	0.00178309	0.000646769	-0.00319597
sample.1529	MXL	-0.00802524	-0.00347216	-0.00901026	-0.000250904	0.00729348	0.000225102	-0.00113624	-0.00952503	-0.00126183	-0.0138764	-0.00961563	-0.0279974	-0.00623654	-0.00261986	0.0118966	-0.00431731	0.00405691	-0.00378638	-0.00188306	0.000469197
sample.1530	MXL	-0.00677751	0.00447839	-0.00566949	0.0155836	0.0097132	-0.00354429	-0.00171615	0.0270052	-0.00276397	0.0350346	0.00448897	0.00893575	0.000343985	-0.00338015	-0.0121829	0.00353129	-0.0120844	0.00530581	-0.000482382	0.00553308
sample.1531	MXL	-0.00759333	-0.00395673	-0.00805305	0.0220276	0.025841	0.00459885	0.00879242	0.000143959	0.00514849	0.0053628	0.00629209	0.00964847	0.00301712	0.00552901	0.00428491	0.00563533	0.00622715	-0.000733091	0.000261807	0.00568392
sample.1532	MXL	-0.00634189	0.00426449	-0.00536727	0.0154531	0.0223318	0.00584748	0.00550411	0.0360099	-0.00810343	-0.0397916	-0.000329411	-0.0287178	-0.000708839	-0.000789612	0.000811045	0.00856247	0.00335814	0.00707501	0.00553072	-0.00777003
sample.1533	MXL	-0.00299741	0.00454412	-0.00432726	-0.0243669	0.0373868	0.0336802	-0.0169522	0.0335668	-0.0068617	-0.0324083	-0.053003	-0.019824	-0.018141	-0.00166202	0.00406573	-0.00917627	0.00467358	-0.0041633	-0.00202019	0.0182284
sample.1534	MXL	-0.00660302	-0.00364349	-0.00889657	-0.00526449	-0.0102213	-0.000908585	0.0104817	-0.0460826	-0.00866012	-0.0509123	-0.0168381	-0.0322215	-0.00779761	0.00303577	0.00582813	0.00108115	0.0122366	0.00236077	-0.00789297	-0.00273586
sample.1535	MXL	-0.00371848	0.0166421	-0.00133932	-0.00598192	0.00593873	0.00450832	0.0100034	-0.0296694	0.0065425	-0.0366795	-0.00796344	0.01666	0.00809543	-0.000630378	-0.000677492	0.00458359	0.00210587	-0.000672512	0.000328346	-0.00807333
sample.1536	MXL	-0.0074406	-0.00205707	-0.00734479	-0.0377387	-0.0152956	0.00278713	0.0049644	-0.0273059	0.00522233	0.0345079	-0.00103714	0.0144055	-0.0126795	0.000424896	0.000266846	-0.00617535	-0.00655152	0.00748112	0.000830558	0.00211777
sample.1537	MXL	-0.00807582	-0.00253951	-0.00714914	-0.049046	-0.036158	0.00179442	-0.00725446	0.00253187	-0.0039032	-0.00558693	-0.00320485	0.0179581	-0.0205364	-0.000745924	-0.00438487	-0.0035932	-0.0096599	0.00120326	0.00473793	0.00331915
sample.1538	MXL	-0.00894762	-0.00915804	-0.0114709	0.0228382	0.0152272	-0.000254895	-0.000381224	0.0123708	-0.00238901	-0.00164339	0.00929166	0.0275115	0.00734671	-0.0022141	-0.00272058	0.00694136	-0.00153168	-0.00588508	0.00244691	-0.001574
sample.1539	MXL	-0.00579928	0.00316832	-0.00523862	-0.0138932	0.0326404	0.00162474	-0.000614296	0.0209423	-0.00944631	0.0633308	0.0196209	-0.00586882	-0.00461345	0.00598769	-0.00463121	-0.00624554	-0.00311164	-0.00360735	0.00805268	-0.0041372
sample.1540	MXL	-0.0055013	0.00748402	-0.00445693	0.0235126	-0.0544037	-0.015457	-0.00784258	0.00787178	0.0124334	-0.0185474	-0.0117626	-0.00632484	-0.0225634	0.00102374	-0.000796189	-0.0131142	0.00194577	-0.00461124	0.00195744	0.0025711
sample.1541	MXL	-0.00655983	0.00200794	-0.00744501	-0.0228668	-0.0184876	-0.00163365	-0.00107842	0.0162531	-0.00632388	0.0291195	0.00774098	-0.0401532	0.0168113	-0.00392216	-0.00483181	0.0102287	0.0134139	0.00538984	-0.000165354	-0.00283811
sample.1542	MXL	-0.0036986	0.021958	-0.00174678	0.00443286	0.00868882	0.00144903	0.00346955	-0.00815394	0.0013816	0.00562425	0.011555	0.00105641	-0.00484088	0.00308674	0.00809324	-0.0023593	0.00506733	-0.00745753	-0.00315221	-0.00959776
sample.1543	MXL	-0.00759312	-0.00810858	-0.0101067	-0.00879224	-0.0235661	-0.0088313	-0.00395797	-0.0166211	0.0185709	0.0055761	-0.00432565	-0.00893357	-0.00878067	-0.0041542	0.00243604	0.00426522	0.000996646	-6.1272e-05	-0.00145781	-0.0025995
sample.1544	MXL	-0.00841344	-0.00548413	-0.00863098	-0.00782726	-0.0282183	-0.00684093	-0.000620114	-0.0260491	-0.00191716	0.00538634	0.000127561	0.016142	-0.00361581	0.00380683	0.00544296	0.00484871	-0.000730712	-0.00215608	-0.0011275	0.000995265
sample.1545	MXL	-0.00237501	-0.00265537	-0.00703004	-0.0319373	-0.0216577	0.0334907	-0.0206726	-0.0235395	0.00656073	0.0102177	0.0463997	-0.0275885	0.00756462	-0.00439693	-0.0128781	-0.0199324	-0.0089108	0.0197161	0.0187654	-0.00238254
sample.1546	MXL	-0.0083334	-0.00557616	-0.00907973	0.0236784	0.0279723	0.00145148	0.00928197	-0.0153957	-0.000456354	-0.000222842	0.00052127	0.00440732	0.00790429	0.00112284	-0.00307269	0.00617781	0.000753713	0.00494383	-0.000922438	-0.0053036
sample.1547	MXL	-0.0077872	-0.00550667	-0.00751845	-0.00554267	-0.0250723	-0.00434884	0.00258886	-0.0291342	0.00433025	0.0124604	0.00392514	0.0316057	0.00257713	0.000240798	0.00122896	0.0081549	0.00542525	-0.00621689	0.0124623	0.00229212
sample.1548	MXL	-0.00535625	0.0120529	-0.00328569	-0.0456384	0.0109267	0.00159565	0.00362458	-0.0270133	-0.00500157	-0.00503401	-0.00660551	-0.00516078	-0.00805562	0.001292	-0.00246074	-0.0117073	0.00283765	-0.00210622	0.00391767	0.00731474
sample.1549	MXL	-0.00884078	-0.00668575	-0.00903092	0.0192303	-0.016191	-0.00523669	-0.00233679	0.00235271	0.00526749	0.0100814	-0.00364061	0.00047086	-0.0135755	0.00331239	0.00246613	-0.0109965	-0.00503996	-0.00176151	0.00362086	0.00158995
sample.1550	MXL	-0.00753614	-0.00270117	-0.00762872	-0.0443242	0.0446269	0.012715	0.00469525	-0.000215312	0.00231923	-0.0140167	0.00519404	0.00231567	-0.00045793	-0.000794385	-0.00168258	-0.00353896	0.00744814	-0.00705369	-0.00302574	0.00466601
sample.1551	MXL	-0.00788901	-0.00432242	-0.00802078	0.00174205	0.0318131	0.00690371	0.00688808	-0.020803	-0.00272763	0.0188405	0.00547668	-0.0171897	0.000218278	-0.00468726	-0.00117505	-0.00193323	0.00106845	0.00540394	0.00401033	-0.00259891
sample.1552	MXL	-0.00612673	-0.000458844	-0.00881877	-0.00082581	0.0423666	-0.00246022	-0.00777142	0.0481369	-0.0303492	0.0202676	0.00425572	-0.0189109	-0.0194995	0.0013785	0.00443652	-0.00910522	-0.00673234	0.00451811	0.00203928	-0.00199209
sample.1553	MXL	-0.00355462	-0.00234786	-0.00780492	0.0329412	-0.00868697	-0.0171492	-0.01134	0.0276066	0.0498341	-0.0369526	-0.0176871	-0.00464025	0.00377055	-0.00669008	0.00483757	0.00294045	0.0111658	-0.00641811	-0.0101978	-0.00396563
sample.1554	MXL	-0.00351694	0.00376842	-0.00518691	0.0270197	-0.0186993	0.00148029	-0.0100887	-0.0100612	0.00131228	0.0319232	-0.0370713	0.0290624	-0.00210256	-0.00238277	0.0076196	0.00926789	-0.0235162	-0.00640176	-0.0282432	0.0178215
sample.1555	MXL	-0.00438665	-0.00278545	-0.00683902	0.00211757	0.0251643	-0.0153415	-0.00103859	0.0452846	0.00490274	-0.0387643	-0.00655386	-0.0107343	0.00267282	-0.00697328	9.48633e-05	-0.00113803	0.00155394	0.00279224	0.00142275	0.00636878
sample.1556	MXL	-0.00251593	0.00108253	-0.00845994	0.0277887	0.0154228	0.0226036	-0.026618	0.00770626	0.00642423	0.0140028	0.0437851	-0.00424364	0.000243936	-0.0059125	-0.00242284	0.00648251	-0.00610791	0.000425915	0.00941496	-0.00477411
sample.1557	MXL	-0.00305827	0.00397912	-0.00611731	0.023451	0.0103328	-0.0249161	-0.0035282	-0.00741531	-0.00486388	-0.00303262	-0.00936874	-0.00852878	-0.0316937	0.0132273	0.00992582	-0.00865146	-0.0188224	0.00806474	0.00743963	0.0208247
sample.1558	MXL	-0.00551228	0.0096929	-0.00378008	0.0153835	-0.0140803	-0.00259749	-0.0115921	0.0295989	0.00313664	0.0326943	0.00145719	3.58546e-05	0.00129953	-0.00129873	-0.00223804	-0.0017918	-0.00594209	-0.00206219	-0.0063323	-0.010691
sample.1559	MXL	-0.0070177	-0.00765371	-0.0105706	-0.00279216	0.0348198	0.00803583	0.015979	0.0300938	-0.00389296	-0.00718388	-0.00964709	0.00367163	-0.0168623	0.001626	0.00251439	-0.00375292	-0.00824616	-0.00256134	-0.00073243	0.00528986
sample.1560	MXL	-0.0052581	0.00525726	-0.00533285	-0.0680887	0.0202708	0.0144226	0.00404306	-0.0117976	0.01045	-0.000730056	-0.00537539	0.00777488	0.00253867	0.00280586	0.00644587	-0.00339276	0.00341326	-0.00287917	0.0106093	2.69484e-06
sample.1561	MXL	-0.00794576	-0.000658429	-0.00889705	0.00383651	0.0587138	0.00830689	0.0120655	-0.0139723	-0.00221559	0.00165476	-0.000791731	-0.00703636	-0.00896558	0.00123064	0.00543666	-0.0109406	0.00842028	0.00127192	-0.00139305	-2.16556e-05
sample.1562	MXL	-0.00238451	0.00250569	-0.00550749	-0.000568795	-0.00155029	0.0202787	0.0234261	0.00191787	-2.15606e-05	-0.00432497	0.0331617	-0.0432265	0.0109355	0.00171908	-0.0104393	0.00863689	-0.00198237	0.0118567	0.0015574	-0.00304837
sample.1563	MXL	-0.00515699	0.00871842	-0.00420327	-0.0130414	-0.0164519	-0.00155376	-0.010994	0.0316555	-0.000813719	-0.00296426	0.00144051	0.0119586	-0.00391911	-0.000580014	0.00899938	-0.012575	-0.00657449	0.00155265	-0.00399291	0.00373836
sample.1564	MXL	-0.00810725	-0.00510562	-0.00938953	0.023264	0.0161132	0.000383432	0.00109385	0.0105664	-0.00201232	-0.00774491	-0.0037058	-0.0437893	-0.00933506	0.00443522	-0.0028118	-0.00807751	0.0108139	0.00012719	0.0059206	-0.00353697
